"Ensembl_ID","Gene_symbol","Log_FoldChange","logCPM","PValue","FDR_adjusted_P.value","Power","BCOV"
"ENSMUSG00000025173","Wdr45b",-0.095,5.685,0.640491808348643,0.827955215535142,0.072,0.155
"ENSMUSG00000098286","Mir8091",1.054,-2.567,0.640743086378473,0.828026665159333,0.063,1.149
"ENSMUSG00000049421","Zfp260",0.158,3.6,0.640596909459376,0.828026665159333,0.067,0.24
"ENSMUSG00000031221","Igbp1",0.092,5.623,0.640662833732296,0.828026665159333,0.072,0.144
"ENSMUSG00000018559","Ctdnep1",0.085,6.49,0.640714944339048,0.828026665159333,0.079,0.134
"ENSMUSG00000084897","a",0.654,-1.427,0.640862600221255,0.828039715060322,0.059,0.732
"ENSMUSG00000032298","Neil1",-0.147,3.584,0.64090019134063,0.828039715060322,0.063,0.24
"ENSMUSG00000052707","Tnrc6a",-0.085,5.794,0.640899791195995,0.828039715060322,0.07,0.139
"ENSMUSG00000085860","2410003L11Rik",-0.596,-1.818,0.641019796382589,0.828130926549922,0.05,0.833
"ENSMUSG00000058076","Sdhc",0.088,6.262,0.6411664923573,0.828257120086665,0.078,0.138
"ENSMUSG00000040018","Cox15",0.132,4.743,0.641216796922344,0.828258785689786,0.074,0.205
"ENSMUSG00000048731","Ggnbp1",-0.215,2.562,0.641684774222505,0.828799917053573,0.064,0.354
"ENSMUSG00000046591","Ticrr",-0.274,2.234,0.641785491863891,0.828866649458577,0.067,0.457
"ENSMUSG00000044024","Rell2",-0.324,0.311,0.642089147996033,0.829195446911499,0.053,0.51
"ENSMUSG00000027695","Pld1",-0.106,5.458,0.642228734740504,0.829312330708011,0.072,0.175
"ENSMUSG00000085208","Brip1os",-0.087,5.482,0.642342462995385,0.829395808030566,0.067,0.143
"ENSMUSG00000038677","Scube3",0.481,1.495,0.642877406810336,0.830023106684066,0.084,0.678
"ENSMUSG00000022678","Nde1",-0.089,5.194,0.64303501567835,0.83016316715813,0.065,0.146
"ENSMUSG00000030417","Pdcd5",-0.146,3.686,0.643397262439767,0.830567375149518,0.064,0.24
"ENSMUSG00000005681","Apoa2",0.863,-2.26,0.643502371243989,0.830639605017259,0.059,0.88
"ENSMUSG00000025142","Aspscr1",0.093,5.612,0.643568402436586,0.830661385913034,0.072,0.147
"ENSMUSG00000011837","Snapc2",-0.162,3.269,0.643622940321947,0.830668330066468,0.062,0.269
"ENSMUSG00000071648","Rom1",0.268,1.74,0.643719648073977,0.830729693993742,0.064,0.392
"ENSMUSG00000035239","Neu3",-0.315,0.672,0.643829205798726,0.830807630361731,0.056,0.51
"ENSMUSG00000021700","Rab3c",-0.416,-0.463,0.643975652453902,0.830814773673657,0.053,0.633
"ENSMUSG00000022092","Ppp3cc",-0.165,3.268,0.643976280415672,0.830814773673657,0.063,0.272
"ENSMUSG00000027425","Csrp2bp",0.098,5.296,0.643982240831907,0.830814773673657,0.07,0.153
"ENSMUSG00000051499","Zfp786",-0.607,-1.706,0.644149442371979,0.83087441036523,0.051,1.01
"ENSMUSG00000055150","Zfp78",-0.635,-1.367,0.64417597645845,0.83087441036523,0.055,1.026
"ENSMUSG00000036819","Jmjd4",0.247,2.399,0.644102216502968,0.83087441036523,0.069,0.369
"ENSMUSG00000035559","Mpv17l2",-0.162,3.293,0.644341355757121,0.830898830199874,0.062,0.269
"ENSMUSG00000049659","Aftph",0.085,6.601,0.64428190761217,0.830898830199874,0.079,0.135
"ENSMUSG00000061787","Rps17",-0.082,8.376,0.644342423419289,0.830898830199874,0.088,0.138
"ENSMUSG00000029185","Fam114a1",0.178,3.454,0.644477234986223,0.831009257290897,0.069,0.273
"ENSMUSG00000072568","Fam84b",-0.123,4.193,0.644612782117305,0.831049081769194,0.064,0.203
"ENSMUSG00000036461","Elf1",0.083,6.234,0.644655661251663,0.831049081769194,0.075,0.131
"ENSMUSG00000031387","Renbp",0.089,6.994,0.644639589761828,0.831049081769194,0.084,0.142
"ENSMUSG00000036208","Nepro",0.135,4.068,0.644740356313876,0.831094861621167,0.067,0.209
"ENSMUSG00000031174","Rpgr",-0.276,1.429,0.645159527601718,0.831539448219597,0.059,0.459
"ENSMUSG00000032412","Atp1b3",-0.077,7.892,0.645183672955801,0.831539448219597,0.084,0.129
"ENSMUSG00000086607","4930511M06Rik",-0.259,1.985,0.645253458949324,0.831565966238993,0.062,0.439
"ENSMUSG00000016308","Ube2a",0.154,3.983,0.645353903282965,0.83156857234067,0.07,0.239
"ENSMUSG00000031029","Eif3f",0.097,7.363,0.645333654071088,0.83156857234067,0.089,0.155
"ENSMUSG00000003848","Nob1",-0.12,4.258,0.645465507093697,0.831648962170742,0.064,0.198
"ENSMUSG00000005069","Pex5",0.1,5.18,0.645955425460027,0.832153295679159,0.069,0.158
"ENSMUSG00000030663","1110004F10Rik",-0.084,5.665,0.645939409313336,0.832153295679159,0.068,0.138
"ENSMUSG00000018820","Zfyve27",0.094,5.358,0.646078932851595,0.832248956191969,0.069,0.149
"ENSMUSG00000028940","Hes2",-0.507,-1.686,0.646292951771761,0.832461185992776,0.047,0.72
"ENSMUSG00000042380","Smim12",-0.136,3.727,0.646460098821496,0.83261301447299,0.062,0.226
"ENSMUSG00000005763","Cd247",-0.272,1.617,0.646613666797015,0.832747331875311,0.06,0.461
"ENSMUSG00000024209","1700061G19Rik",0.326,0.913,0.64668294074998,0.832773078249745,0.061,0.472
"ENSMUSG00000091045","Vmn2r55",-0.366,-0.072,0.646791536225562,0.832849453565461,0.052,0.6
"ENSMUSG00000054237","Fra10ac1",-0.173,2.951,0.646947752188892,0.832987131704351,0.061,0.288
"ENSMUSG00000004127","Trmt10a",-0.249,1.872,0.647100075128817,0.833020054022853,0.06,0.426
"ENSMUSG00000078681","Tm2d3",-0.18,3.298,0.647109619849513,0.833020054022853,0.066,0.3
"ENSMUSG00000042502","Cd2bp2",-0.217,3.689,0.647121212519706,0.833020054022853,0.074,0.372
"ENSMUSG00000085800","1700066O22Rik",1.286,-2.421,0.647452494081662,0.833194165772877,0.078,1.187
"ENSMUSG00000027457","Snph",-0.555,-2.05,0.647323788870586,0.833194165772877,0.046,0.79
"ENSMUSG00000029602","Rasal1",-0.403,-0.031,0.647439807225398,0.833194165772877,0.056,0.655
"ENSMUSG00000047654","Tssk6",-0.36,0.227,0.647516234786735,0.833194165772877,0.054,0.607
"ENSMUSG00000058748","Zfp958",-0.25,1.703,0.647569446331683,0.833194165772877,0.058,0.426
"ENSMUSG00000008226","Scrn3",0.169,3.506,0.647601619911289,0.833194165772877,0.068,0.263
"ENSMUSG00000031068","Glrx3",0.089,5.592,0.64747493254054,0.833194165772877,0.07,0.142
"ENSMUSG00000042903","Foxo4",0.118,4.383,0.647701291643268,0.833258958978907,0.066,0.186
"ENSMUSG00000019731","Slc35e1",0.088,5.606,0.64789439090386,0.833443926423069,0.07,0.14
"ENSMUSG00000025077","Dclre1a",-0.133,4.184,0.647990317996662,0.833503874058582,0.065,0.224
"ENSMUSG00000020258","Glyctk",0.406,0.853,0.648135324769134,0.833563491738246,0.068,0.58
"ENSMUSG00000084834","4930565N06Rik",0.317,1.042,0.648113550620572,0.833563491738246,0.062,0.451
"ENSMUSG00000057074","Ces1g",1.279,-2.847,0.648283992403883,0.833691240764141,0.07,1.14
"ENSMUSG00000062040","Zfp27",-0.213,2.155,0.648406763275116,0.833785669722465,0.059,0.358
"ENSMUSG00000012211","Tex22",-1.072,-2.874,0.648545895824958,0.833901122177001,0.058,1.425
"ENSMUSG00000022130","Tgds",0.17,3.262,0.64870642832717,0.833980616697544,0.065,0.264
"ENSMUSG00000026708","Cenpl",-0.165,3.68,0.648687863054662,0.833980616697544,0.067,0.278
"ENSMUSG00000022673","Mcm4",-0.103,5.756,0.648859763354416,0.834114285368042,0.074,0.174
"ENSMUSG00000042156","Dzip1",-0.404,-0.698,0.648932096883165,0.834143813565475,0.049,0.683
"ENSMUSG00000056271","Lman1l",1.385,-3.106,0.649255915473816,0.834333515695443,0.07,1.085
"ENSMUSG00000030935","Acsm3",-0.684,-2.4,0.649326551361745,0.834333515695443,0.049,0.97
"ENSMUSG00000031314","Taf1",0.095,5.397,0.64928548474862,0.834333515695443,0.069,0.153
"ENSMUSG00000020225","Tmbim4",-0.085,5.426,0.649207808660966,0.834333515695443,0.065,0.142
"ENSMUSG00000037720","Tmem33",0.092,5.813,0.649323914047983,0.834333515695443,0.073,0.148
"ENSMUSG00000026087","Mrpl30",0.103,4.806,0.649441072072902,0.834417216840625,0.066,0.164
"ENSMUSG00000043866","Taf10",-0.092,5.884,0.649532658349076,0.83447144079546,0.072,0.154
"ENSMUSG00000022801","Lrch3",0.099,5.182,0.649739477040171,0.834673687321332,0.069,0.158
"ENSMUSG00000022607","Ptk2",0.2,3.193,0.649848273087114,0.834749990013383,0.07,0.309
"ENSMUSG00000034334","Fam151b",-0.229,2.168,0.650064481477824,0.834923038333019,0.061,0.389
"ENSMUSG00000063511","Snrnp70",0.085,6.528,0.650081809406292,0.834923038333019,0.078,0.138
"ENSMUSG00000056698","Elmod3",0.192,2.986,0.650352591663339,0.835207333479792,0.066,0.299
"ENSMUSG00000032258","Lca5",-0.288,1.077,0.65055867161922,0.835408498595758,0.056,0.486
"ENSMUSG00000096516","Olfr628",0.605,-2.035,0.650637519533726,0.835446261784264,0.049,0.755
"ENSMUSG00000042622","Maff",0.098,7.348,0.650914189969549,0.835738012469071,0.087,0.16
"ENSMUSG00000049148","Plcxd3",1.033,-3.086,0.651161575813194,0.835992121872919,0.055,1.091
"ENSMUSG00000067081","Asb18",0.261,1.611,0.651401809669146,0.836237011303595,0.061,0.397
"ENSMUSG00000011306","Sugp1",-0.093,4.882,0.651620616524259,0.836454358707606,0.062,0.156
"ENSMUSG00000029676","Pot1a",-0.147,3.99,0.651755652798051,0.836564148954156,0.066,0.25
"ENSMUSG00000086841","2410006H16Rik",-0.114,5.201,0.651843935393632,0.836613916169041,0.071,0.194
"ENSMUSG00000036769","Wdr44",-0.106,4.493,0.652033817537026,0.83679406461158,0.062,0.178
"ENSMUSG00000039254","Pomt1",-0.128,4.077,0.652089833735126,0.836802400551045,0.063,0.217
"ENSMUSG00000086349","Gm13497",-0.49,-1.71,0.652151991665501,0.836818616080464,0.046,0.739
"ENSMUSG00000024939","Fam89b",-0.08,5.811,0.652389902787751,0.837060332369584,0.067,0.135
"ENSMUSG00000103897","Pcdhga8",1.806,-3.014,0.652646713905812,0.837308314958491,0.09,1.455
"ENSMUSG00000042784","Muc1",-0.22,2.225,0.652682277466756,0.837308314958491,0.06,0.377
"ENSMUSG00000021840","Mapk1ip1l",0.079,6.216,0.652753415280851,0.837335901327693,0.072,0.129
"ENSMUSG00000019428","Fkbp8",-0.075,7.382,0.652802885790687,0.837335901327693,0.079,0.129
"ENSMUSG00000085664","Atxn7l1os2",0.521,-0.255,0.652862497532888,0.837348803287343,0.064,0.722
"ENSMUSG00000058812","0610039K10Rik",0.581,-0.617,0.652953117594656,0.837401470940687,0.064,0.751
"ENSMUSG00000029145","Eif2b4",-0.219,3.011,0.653160239925779,0.83754757562363,0.067,0.38
"ENSMUSG00000031987","Egln1",-0.091,5.179,0.653166170645532,0.83754757562363,0.064,0.153
"ENSMUSG00000086629","2810403D21Rik",0.371,0.349,0.653268350364469,0.83761503789808,0.059,0.526
"ENSMUSG00000020651","Slc26a4",-0.81,-1.979,0.653349490525775,0.837655515243137,0.057,1.229
"ENSMUSG00000065952","C330021F23Rik",1.078,-2.583,0.653616252867815,0.837870386964068,0.064,1.186
"ENSMUSG00000022194","Pabpn1",-0.085,5.956,0.653568260169171,0.837870386964068,0.07,0.144
"ENSMUSG00000039983","Ccdc32",-0.145,3.495,0.653768472867627,0.838001946030279,0.061,0.246
"ENSMUSG00000074268","Amy2a5",-0.623,-1.311,0.654087685694077,0.838283937266478,0.055,1.07
"ENSMUSG00000028556","Dock7",0.136,4.398,0.654059660241218,0.838283937266478,0.07,0.219
"ENSMUSG00000024069","Slc30a6",-0.155,3.298,0.654174321726536,0.83833138848286,0.061,0.261
"ENSMUSG00000022766","Serpind1",0.553,-0.965,0.654225547276406,0.838333457031676,0.058,0.717
"ENSMUSG00000026469","Xpr1",-0.077,6.398,0.654319636372287,0.838390447029034,0.071,0.131
"ENSMUSG00000074445","Sprr2a3",3.237,-3.651,0.654510610044099,0.83844064621241,0.153,1.361
"ENSMUSG00000021032","Ngb",-0.542,-1.422,0.654557285171862,0.83844064621241,0.05,0.949
"ENSMUSG00000026869","Psmd5",0.111,4.529,0.654550418341166,0.83844064621241,0.065,0.178
"ENSMUSG00000020802","Ube2o",0.102,4.774,0.654435145386632,0.83844064621241,0.065,0.164
"ENSMUSG00000097056","Gm4262",0.31,0.961,0.654699340781685,0.838559043472214,0.06,0.449
"ENSMUSG00000033722","BC034090",-0.661,-2.165,0.654853581121751,0.838680610270617,0.049,1.024
"ENSMUSG00000085227","6330418K02Rik",-0.289,1.175,0.654893517133435,0.838680610270617,0.057,0.489
"ENSMUSG00000074238","Ap1ar",-0.14,4.153,0.654959126377649,0.838701069834003,0.066,0.241
"ENSMUSG00000001436","Slc19a1",0.174,3.346,0.655107124139158,0.838827020057853,0.067,0.274
"ENSMUSG00000020151","Ptprr",0.845,-1.803,0.655357673696025,0.839020681120952,0.063,1.038
"ENSMUSG00000033379","Atp6v0b",0.078,7.944,0.655331776133352,0.839020681120952,0.086,0.13
"ENSMUSG00000022474","Pmm1",0.201,2.863,0.655429075306012,0.839048523827348,0.066,0.312
"ENSMUSG00000097281","Gm26685",-0.75,-2.022,0.655576756502634,0.839174004346754,0.053,1.241
"ENSMUSG00000092680","Snord55",0.844,-2.2,0.655799284691331,0.839395266831852,0.058,1.004
"ENSMUSG00000085008","Dbhos",1.443,-2.821,0.655972780982046,0.839553741803728,0.079,1.163
"ENSMUSG00000002803","Btbd6",-0.192,2.62,0.656027286291903,0.839559912432639,0.06,0.335
"ENSMUSG00000059187","Fam19a1",1.007,-2.656,0.656330476137839,0.839610090514913,0.06,1.068
"ENSMUSG00000003410","Elavl3",-0.713,-2.373,0.656364616860102,0.839610090514913,0.05,1.014
"ENSMUSG00000020096","Tbata",-0.395,-0.602,0.656239767595267,0.839610090514913,0.049,0.673
"ENSMUSG00000028901","Gmeb1",0.114,4.579,0.656358911048019,0.839610090514913,0.066,0.185
"ENSMUSG00000019873","Reep3",-0.078,6.962,0.656269462404205,0.839610090514913,0.076,0.134
"ENSMUSG00000008730","Hipk1",0.078,7.477,0.656173970235671,0.839610090514913,0.083,0.129
"ENSMUSG00000035569","Ankrd11",0.079,7.518,0.656678720805844,0.839948302488619,0.083,0.132
"ENSMUSG00000071103","1700029J07Rik",0.593,-0.305,0.656822133139532,0.84006815060489,0.069,0.799
"ENSMUSG00000027790","Sis",-0.514,-1.572,0.65703950421064,0.8401183634285,0.048,0.806
"ENSMUSG00000078878","Gm14432",-0.189,2.542,0.657008152389386,0.8401183634285,0.058,0.328
"ENSMUSG00000053334","Ficd",-0.195,2.825,0.656992931085341,0.8401183634285,0.062,0.338
"ENSMUSG00000018433","Nol11",0.127,4.424,0.657060261041014,0.8401183634285,0.068,0.205
"ENSMUSG00000028282","Casp8ap2",-0.108,4.415,0.657162920243948,0.840186050259683,0.061,0.185
"ENSMUSG00000062257","Opcml",-0.285,0.983,0.657221770465153,0.840197721086409,0.055,0.492
"ENSMUSG00000038331","Satb2",0.309,1.608,0.657408917437373,0.840309825026984,0.066,0.472
"ENSMUSG00000026082","Rev1",0.118,4.418,0.657390258867837,0.840309825026984,0.065,0.191
"ENSMUSG00000055137","Sugct",-0.703,-2.125,0.65753860177161,0.840412018208658,0.05,1.271
"ENSMUSG00000042606","Hirip3",0.148,3.95,0.657691735946414,0.840480598504311,0.068,0.238
"ENSMUSG00000038429","Usp5",-0.085,6.293,0.657651971809724,0.840480598504311,0.073,0.147
"ENSMUSG00000001150","Mcm3ap",-0.085,5.358,0.657774938625236,0.840523360018848,0.064,0.146
"ENSMUSG00000097392","D930016D06Rik",-0.18,2.765,0.657915447029879,0.84063933640158,0.059,0.313
"ENSMUSG00000054385","Ceacam2",-0.904,-2.742,0.657973301280565,0.840649693409874,0.052,1.436
"ENSMUSG00000079415","Cntf",-0.302,0.288,0.658149941987746,0.84074824007476,0.05,0.503
"ENSMUSG00000039065","Fam173b",0.145,3.991,0.65812939251186,0.84074824007476,0.067,0.233
"ENSMUSG00000024076","Vit",0.646,-1.78,0.658467621242502,0.840772696369639,0.054,0.74
"ENSMUSG00000091996","BC049352",-0.232,1.685,0.658443968348271,0.840772696369639,0.056,0.402
"ENSMUSG00000023495","Pcbp4",0.223,2.271,0.658432212201338,0.840772696369639,0.063,0.347
"ENSMUSG00000066613","Zfp932",0.202,2.808,0.658366750637607,0.840772696369639,0.065,0.315
"ENSMUSG00000028772","Zcchc17",-0.168,3.006,0.658297261004119,0.840772696369639,0.06,0.292
"ENSMUSG00000042167","Papd4",0.08,5.927,0.658446851175739,0.840772696369639,0.069,0.132
"ENSMUSG00000044937","Ttc41",-0.312,0.317,0.658574417646956,0.840830402980095,0.052,0.516
"ENSMUSG00000027540","Ptpn1",-0.089,8.1,0.658612333639753,0.840830402980095,0.084,0.156
"ENSMUSG00000071180","Smim15",-0.092,5.021,0.65869413290634,0.840871304513963,0.063,0.158
"ENSMUSG00000034059","Ypel4",-0.854,-2.363,0.659095090563483,0.841256049576383,0.054,1.323
"ENSMUSG00000047749","Zc3hav1l",0.378,0.941,0.659079519894665,0.841256049576383,0.066,0.562
"ENSMUSG00000099370","Platr10",-0.713,-2.341,0.659332138437733,0.8414314987781,0.05,1.029
"ENSMUSG00000036985","Zdhhc9",-0.079,6.068,0.65932622576733,0.8414314987781,0.068,0.137
"ENSMUSG00000085720","Gm7854",0.991,-2.048,0.659681471578201,0.841615470088413,0.069,1.054
"ENSMUSG00000040424","Hipk4",-0.551,-1.615,0.659566793266312,0.841615470088413,0.049,0.938
"ENSMUSG00000029862","Clcn1",-0.521,-0.917,0.659769884446377,0.841615470088413,0.054,0.868
"ENSMUSG00000000301","Pemt",-0.326,0.305,0.6599535790912,0.841615470088413,0.052,0.574
"ENSMUSG00000030007","Cct7",0.106,4.926,0.659629165337475,0.841615470088413,0.067,0.174
"ENSMUSG00000018102","Hist1h2bc",-0.087,5.791,0.659938723281063,0.841615470088413,0.068,0.151
"ENSMUSG00000061778","Mospd2",0.083,5.98,0.659943562274711,0.841615470088413,0.07,0.138
"ENSMUSG00000028343","Erp44",-0.079,6.28,0.659859064160001,0.841615470088413,0.07,0.138
"ENSMUSG00000019188","H13",0.083,7.061,0.659974351647625,0.841615470088413,0.08,0.139
"ENSMUSG00000035212","Leprot",-0.081,7.208,0.659767935523337,0.841615470088413,0.078,0.142
"ENSMUSG00000062760","1810041L15Rik",1.249,-3.118,0.660162413157071,0.841684683368135,0.064,1.12
"ENSMUSG00000042195","Slc35f2",-1.057,-2.818,0.660265936266337,0.841684683368135,0.057,1.453
"ENSMUSG00000025420","Katnal2",-0.45,-1.77,0.660327485348051,0.841684683368135,0.043,0.746
"ENSMUSG00000038528","Mfsd4b5",-0.482,-1.26,0.660289288201723,0.841684683368135,0.049,0.785
"ENSMUSG00000034484","Snx2",-0.079,7.327,0.660234557249544,0.841684683368135,0.078,0.138
"ENSMUSG00000057841","Rpl32",0.085,8.793,0.660285413442283,0.841684683368135,0.089,0.144
"ENSMUSG00000042581","Thsd7b",-0.54,-1.618,0.660399365932487,0.841712813812578,0.048,0.941
"ENSMUSG00000019738","Polr2i",0.168,3.276,0.660581396382857,0.841785632640809,0.064,0.267
"ENSMUSG00000041671","Pyroxd1",-0.145,3.558,0.660541136737681,0.841785632640809,0.061,0.252
"ENSMUSG00000021576","Pdcd6",-0.08,5.843,0.660605945937375,0.841785632640809,0.067,0.139
"ENSMUSG00000058145","Adamts17",-0.538,-2.007,0.660781733502056,0.841882660990556,0.046,0.862
"ENSMUSG00000067150","Xpo5",0.107,4.685,0.660750495119511,0.841882660990556,0.065,0.175
"ENSMUSG00000092578","4930488B22Rik",0.906,-2.471,0.661431341697572,0.84258325005696,0.058,1.014
"ENSMUSG00000071415","Rpl23",0.081,8.042,0.661393967342912,0.84258325005696,0.085,0.137
"ENSMUSG00000056687","Gm11696",0.234,2.242,0.661524658774521,0.842638601234122,0.064,0.365
"ENSMUSG00000024253","Dync2li1",0.367,0.488,0.661905752227906,0.842869887049521,0.06,0.536
"ENSMUSG00000034127","Tspan8",0.327,0.938,0.661830149158424,0.842869887049521,0.061,0.486
"ENSMUSG00000048379","Socs4",0.11,4.456,0.661902862747846,0.842869887049521,0.063,0.18
"ENSMUSG00000023967","Mrps18a",-0.108,4.455,0.661852884190301,0.842869887049521,0.061,0.187
"ENSMUSG00000034773","BC030867",-0.261,1.425,0.662149875072565,0.843117217163454,0.056,0.459
"ENSMUSG00000055660","Mettl4",0.235,2.028,0.662297858236673,0.843188007827061,0.061,0.371
"ENSMUSG00000011832","Evi5l",-0.13,3.722,0.662305268545898,0.843188007827061,0.059,0.226
"ENSMUSG00000036639","Nudt1",0.248,1.905,0.662586705359174,0.843482759315905,0.062,0.383
"ENSMUSG00000032898","Fbxo21",-0.254,2.743,0.662835171245896,0.843735497078203,0.067,0.46
"ENSMUSG00000025271","Pfkfb1",-0.254,1.21,0.66293274441182,0.84376838967696,0.054,0.441
"ENSMUSG00000032652","Crebl2",0.156,3.521,0.662960877603326,0.84376838967696,0.064,0.254
"ENSMUSG00000039323","Igfbp2",-0.419,-0.381,0.663073503792582,0.843848174957603,0.053,0.715
"ENSMUSG00000014226","Cacybp",-0.084,5.675,0.663181726288099,0.843858795995203,0.066,0.147
"ENSMUSG00000029613","Eif2ak1",0.078,6.165,0.663151421040065,0.843858795995203,0.07,0.132
"ENSMUSG00000032598","Nckipsd",0.108,4.501,0.66353087001291,0.84423948810166,0.063,0.178
"ENSMUSG00000028011","Tdo2",0.864,-2.276,0.663745592059753,0.844449105151763,0.06,0.824
"ENSMUSG00000087331","1810021B22Rik",-0.479,-1.087,0.664068495863038,0.844723520640006,0.05,0.755
"ENSMUSG00000039485","Tspyl4",-0.319,0.313,0.664028916883328,0.844723520640006,0.052,0.555
"ENSMUSG00000042148","Cox10",-0.13,3.761,0.664111254095306,0.844723520640006,0.06,0.227
"ENSMUSG00000033423","Eri3",0.104,5.012,0.664197654316262,0.84476983009455,0.067,0.174
"ENSMUSG00000062470","Fbxl12os",-0.326,0.434,0.664369960061289,0.844798222975066,0.054,0.55
"ENSMUSG00000092260","Zfp963",-0.269,0.975,0.664325741194495,0.844798222975066,0.053,0.464
"ENSMUSG00000056459","Zbtb25",-0.164,2.944,0.664284845095569,0.844798222975066,0.058,0.289
"ENSMUSG00000024135","Srbd1",0.142,3.688,0.664506586921731,0.844908375154508,0.063,0.232
"ENSMUSG00000040054","Baz2a",0.077,7.041,0.664678327415546,0.845063153763291,0.078,0.13
"ENSMUSG00000048174","Tmem81",-0.223,1.834,0.664971963326331,0.845309278288448,0.056,0.395
"ENSMUSG00000022811","Zfp148",0.085,5.861,0.664926113861271,0.845309278288448,0.07,0.143
"ENSMUSG00000028246","Faxc",-0.675,-2.609,0.665267011106929,0.845493528405903,0.046,1.019
"ENSMUSG00000040365","Trim41",0.101,6.018,0.665265353598378,0.845493528405903,0.076,0.17
"ENSMUSG00000038991","Txndc5",-0.075,6.157,0.665182714455835,0.845493528405903,0.067,0.132
"ENSMUSG00000068015","Lrch1",0.09,5.597,0.665459596600052,0.845674683262967,0.068,0.152
"ENSMUSG00000034456","Uroc1",1.764,-3.38,0.665558687043966,0.845731401072667,0.083,0.996
"ENSMUSG00000051098","Mblac2",0.225,2.299,0.665604326125305,0.845731401072667,0.063,0.357
"ENSMUSG00000033499","Larp4b",-0.075,7.013,0.6656698472103,0.845751058508245,0.074,0.133
"ENSMUSG00000076128","Mir686",-0.451,-0.384,0.665770465278382,0.845815301276153,0.055,0.773
"ENSMUSG00000043753","Dmrta1",-0.536,-2.116,0.66595367500357,0.845920859972211,0.045,0.839
"ENSMUSG00000044820","AY074887",-0.385,-0.869,0.665925893236984,0.845920859972211,0.046,0.665
"ENSMUSG00000061099","Gapdhs",0.873,-2.49,0.666197207140698,0.846166596983126,0.056,1.028
"ENSMUSG00000070720","Tmem200b",0.562,-0.39,0.666340770325983,0.846285331602289,0.065,0.782
"ENSMUSG00000033594","Spata2l",-0.217,1.907,0.666645132312278,0.846481022378485,0.056,0.388
"ENSMUSG00000029388","Eif2b1",0.138,4.088,0.66661684104556,0.846481022378485,0.066,0.229
"ENSMUSG00000073640","LOC108167922",-0.08,7.513,0.666583547353212,0.846481022378485,0.078,0.144
"ENSMUSG00000042514","Klhl14",-0.459,-1.29,0.667055040211999,0.846909124788448,0.047,0.796
"ENSMUSG00000030706","Mrpl48",-0.093,4.839,0.667124226813754,0.846909124788448,0.061,0.164
"ENSMUSG00000013622","Atraid",-0.095,4.936,0.667132640552671,0.846909124788448,0.062,0.168
"ENSMUSG00000054752","Fsd1l",-0.262,1.305,0.66720746754886,0.846940488780096,0.055,0.465
"ENSMUSG00000038141","Tmem181a",-0.089,5.201,0.667266919643258,0.846952332917582,0.063,0.158
"ENSMUSG00000038602","Slc35f1",1.608,-3.432,0.667580461618108,0.847184804095781,0.074,1.003
"ENSMUSG00000040554","Aipl1",0.906,-2.156,0.667510650814665,0.847184804095781,0.061,1.12
"ENSMUSG00000018209","Stk4",0.086,6.927,0.667600476467003,0.847184804095781,0.078,0.148
"ENSMUSG00000030643","Rab30",0.301,1.865,0.667679344915235,0.84722126382651,0.068,0.472
"ENSMUSG00000086359","9630013K17Rik",1.372,-2.616,0.667895494526992,0.847286717277153,0.078,1.227
"ENSMUSG00000020891","Alox8",-0.86,-2.634,0.667956204065017,0.847286717277153,0.054,1.034
"ENSMUSG00000045087","S1pr5",-0.698,-1.347,0.667870229381355,0.847286717277153,0.057,1.252
"ENSMUSG00000085852","Gm13807",0.594,-0.822,0.667981633777147,0.847286717277153,0.062,0.805
"ENSMUSG00000025193","Cutc",0.223,2.354,0.667791500356367,0.847286717277153,0.063,0.356
"ENSMUSG00000035878","Hykk",-0.277,0.576,0.668144598670145,0.84736621347404,0.05,0.49
"ENSMUSG00000030386","Zfp606",-0.231,1.53,0.668124431477677,0.84736621347404,0.054,0.407
"ENSMUSG00000083621","Gm14586",-0.876,-2.694,0.668250610475792,0.847437059348588,0.051,1.467
"ENSMUSG00000028540","Dph2",-0.195,2.939,0.668400143572524,0.847563081651546,0.062,0.359
"ENSMUSG00000028643","Svbp",0.125,4.013,0.668547444926167,0.847622653388533,0.062,0.207
"ENSMUSG00000026670","Uap1",0.08,6.333,0.668527053040234,0.847622653388533,0.071,0.138
"ENSMUSG00000038612","Mcl1",-0.071,10.165,0.668616377079411,0.847646450588032,0.085,0.129
"ENSMUSG00000022548","Apod",-0.493,-1.042,0.668738133976169,0.847719367507001,0.052,0.782
"ENSMUSG00000041498","Kif14",-0.252,2.063,0.66877422702307,0.847719367507001,0.061,0.454
"ENSMUSG00000031930","Wwp2",0.085,5.974,0.669102694427527,0.848020326929455,0.07,0.145
"ENSMUSG00000020640","Itsn2",-0.072,6.893,0.669112026213187,0.848020326929455,0.072,0.129
"ENSMUSG00000031508","Ankrd10",-0.162,4.203,0.66931895722422,0.848218969489641,0.068,0.297
"ENSMUSG00000057246","BC051142",0.54,-0.92,0.669455656199064,0.848328584810783,0.057,0.707
"ENSMUSG00000042210","Abhd14a",-0.193,2.505,0.6696071749584,0.848393345013649,0.058,0.348
"ENSMUSG00000027637","1110008F13Rik",-0.082,5.769,0.6695990343969,0.848393345013649,0.066,0.147
"ENSMUSG00000035847","Ids",0.08,6.411,0.66966186547624,0.848399025552369,0.072,0.137
