"Ensembl_ID","Gene_symbol","Log_FoldChange","logCPM","PValue","FDR_adjusted_P.value","Power","BCOV"
"ENSMUSG00000062861","Zfp28",0.306,3.265,0.329022059710475,0.52766702212441,0.142,0.257
"ENSMUSG00000026125","Prss39",-1.461,-2.859,0.329229525230961,0.527906523331142,0.091,0.779
"ENSMUSG00000024805","Pcgf5",0.233,4.008,0.329210257809904,0.527906523331142,0.14,0.197
"ENSMUSG00000058325","Dock1",-0.226,4.985,0.329292818266316,0.527961404447821,0.177,0.193
"ENSMUSG00000021327","Zkscan3",-0.184,5.704,0.32974341382062,0.528610998294668,0.181,0.158
"ENSMUSG00000064215","Ifi27",-0.201,6.001,0.329756178246911,0.528610998294668,0.204,0.173
"ENSMUSG00000033177","Tmprss7",1.135,-2.133,0.330231042198812,0.529325507456691,0.089,0.748
"ENSMUSG00000073888","Ccl27a",-0.392,1.746,0.330300399872275,0.529389964111886,0.112,0.323
"ENSMUSG00000035455","Fignl1",0.355,2.542,0.330339861491218,0.529406497628947,0.13,0.299
"ENSMUSG00000026353","Ubxn4",0.183,6.501,0.33052845183184,0.529662002564936,0.211,0.158
"ENSMUSG00000094590","Gm3629",-1.416,-3.218,0.330619457306124,0.529761099374422,0.078,0.761
"ENSMUSG00000095098","Ccdc85b",0.3,3.244,0.330707920069802,0.529856104802671,0.139,0.252
"ENSMUSG00000061702","Tmem91",0.583,-0.018,0.330858333707071,0.529957070898884,0.092,0.461
"ENSMUSG00000025200","Cwf19l1",-0.288,3.46,0.330810228509269,0.529957070898884,0.143,0.244
"ENSMUSG00000001774","Chordc1",-0.204,5.359,0.330858466416722,0.529957070898884,0.18,0.175
"ENSMUSG00000039891","Txlnb",0.557,0.233,0.330946617230433,0.530042481365628,0.096,0.439
"ENSMUSG00000032077","Bud13",-0.221,4.23,0.330988338543982,0.530042481365628,0.143,0.187
"ENSMUSG00000007610","Gtpbp3",0.236,4.263,0.33099933198251,0.530042481365628,0.152,0.201
"ENSMUSG00000037851","Iars",0.216,5.712,0.33106440579281,0.530099952998995,0.2,0.186
"ENSMUSG00000017165","Gast",1.203,-2.608,0.33111887946144,0.53014044306193,0.079,0.889
"ENSMUSG00000044763","Trmt10c",-0.237,3.984,0.331269228973232,0.530287800598145,0.141,0.201
"ENSMUSG00000051977","Prdm9",-0.265,3.978,0.33126930595613,0.530287800598145,0.154,0.226
"ENSMUSG00000020770","Unk",-0.187,5.438,0.331358091881282,0.530336450870703,0.172,0.161
"ENSMUSG00000056116","H2-T22",-0.179,6.948,0.331355353876395,0.530336450870703,0.223,0.155
"ENSMUSG00000031220","Awat2",-0.757,-0.917,0.331486615698001,0.530443191193868,0.089,0.54
"ENSMUSG00000022394","L3mbtl2",-0.199,4.834,0.331482799330192,0.530443191193868,0.155,0.17
"ENSMUSG00000032096","Arcn1",-0.195,7.13,0.331512392998942,0.530443191193868,0.234,0.17
"ENSMUSG00000017314","Mpp2",0.446,1.906,0.331712425633902,0.530700078844203,0.131,0.374
"ENSMUSG00000022111","Uchl3",0.239,4.19,0.331731374983323,0.530700078844203,0.15,0.204
"ENSMUSG00000062995","Ica1",-0.297,3.423,0.331768796280943,0.530713202610924,0.144,0.253
"ENSMUSG00000048921","Zfp689",-0.399,1.984,0.33181983793244,0.53074810991589,0.121,0.336
"ENSMUSG00000078546","Zfp995",0.356,2.444,0.331889673250135,0.53081306902487,0.127,0.299
"ENSMUSG00000021541","Trpc7",-1.655,-3.225,0.331961133225575,0.530822041891348,0.092,0.765
"ENSMUSG00000027603","Ggt7",0.435,1.72,0.331971704000861,0.530822041891348,0.122,0.358
"ENSMUSG00000025008","Tctn3",0.28,3.385,0.331982955069682,0.530822041891348,0.136,0.237
"ENSMUSG00000001666","Ddt",0.25,4.013,0.332132097490752,0.530967032108962,0.148,0.213
"ENSMUSG00000027312","Atrn",-0.18,5.769,0.332107916423391,0.530967032108962,0.181,0.155
"ENSMUSG00000024927","Rela",0.182,7.138,0.332198152326751,0.531025894470044,0.23,0.158
"ENSMUSG00000086369","E330017L17Rik",1.292,-3.01,0.332229948781994,0.531029988531867,0.076,0.777
"ENSMUSG00000020798","Spns3",-0.299,3.117,0.332315218630221,0.531072816399731,0.133,0.253
"ENSMUSG00000020238","Ncln",-0.181,7.196,0.3322971054826,0.531072816399731,0.23,0.158
"ENSMUSG00000019906","Lin7a",-0.777,-1.489,0.332379778779862,0.531129260293605,0.076,0.568
"ENSMUSG00000028741","Mrto4",0.191,4.843,0.332427128447934,0.531158195032395,0.15,0.163
"ENSMUSG00000035151","Elmod2",0.219,4.359,0.332517257807877,0.531255472849176,0.147,0.187
"ENSMUSG00000025794","Rpl14",0.185,6.53,0.332587285204006,0.531287531249527,0.212,0.161
"ENSMUSG00000008690","Ncaph2",-0.187,7.006,0.33259582238705,0.531287531249527,0.227,0.163
"ENSMUSG00000037608","Bclaf1",-0.184,7.63,0.332632556124102,0.531299485529211,0.242,0.16
"ENSMUSG00000051910","Sox6",-1.258,-1.689,0.332670094320466,0.531312722521494,0.113,0.931
"ENSMUSG00000031860","Pbx4",-0.52,1.288,0.332763873035431,0.53141577191978,0.124,0.438
"ENSMUSG00000094893","Gm4791",0.92,-2.037,0.332924797328306,0.531626023619459,0.075,0.656
"ENSMUSG00000091661","Gm17021",-1.148,-1.925,0.333082612403078,0.531784527704096,0.096,0.774
"ENSMUSG00000040584","Abcb1a",0.231,5.009,0.333075150548283,0.531784527704096,0.18,0.199
"ENSMUSG00000058669","Nkx2-9",0.808,-1.805,0.333352489958664,0.532168626086234,0.072,0.514
"ENSMUSG00000049676","Catsperg1",-0.388,1.913,0.333395435722546,0.532190411676274,0.116,0.323
"ENSMUSG00000086514","Gm11747",1.061,-2.716,0.333470590019098,0.532263602557724,0.07,0.568
"ENSMUSG00000060371","Caln1",0.877,-1.836,0.333597864006542,0.532419963255851,0.076,0.65
"ENSMUSG00000028008","Asic5",-1.61,-3.404,0.333703816738509,0.532542270887214,0.084,0.767
"ENSMUSG00000042262","Ccr8",0.239,4.309,0.333886809376972,0.532787490602066,0.155,0.205
"ENSMUSG00000029408","Abcb9",-0.284,3.243,0.333956877467352,0.532852487905568,0.132,0.24
"ENSMUSG00000022742","Cpox",-0.243,4.053,0.333995707102911,0.532867634942229,0.146,0.208
"ENSMUSG00000074384","AI429214",-0.544,0.075,0.334125994102071,0.533028680561218,0.089,0.418
"ENSMUSG00000037643","Prkci",-0.185,5.346,0.334255039782039,0.533187717801085,0.166,0.16
"ENSMUSG00000058498","Rnf207",0.593,-0.269,0.334304164462837,0.533219252134086,0.087,0.456
"ENSMUSG00000051732","Pabpc2",2.015,-3.475,0.334353186703278,0.533250617550122,0.105,0.769
"ENSMUSG00000019578","Ubxn6",-0.17,6.008,0.334436144655837,0.533336095832188,0.183,0.148
"ENSMUSG00000043432","Leng9",-0.311,3.064,0.334699262366623,0.533661991013635,0.135,0.264
"ENSMUSG00000024383","Map3k2",0.176,6.513,0.334696804900326,0.533661991013635,0.205,0.154
"ENSMUSG00000038240","Pdss2",0.32,2.845,0.33474199752906,0.533683282991122,0.13,0.27
"ENSMUSG00000024477","Pggt1b",-0.234,4.09,0.334795413555347,0.533721598369258,0.143,0.2
"ENSMUSG00000063895","Nupl1",0.194,5.297,0.33487533414785,0.533802156161611,0.169,0.169
"ENSMUSG00000004266","Ptpn6",0.238,7.957,0.335018930373527,0.533984191936183,0.259,0.208
"ENSMUSG00000040725","Hnrnpul1",-0.178,6.982,0.335053410768426,0.533992292111757,0.222,0.155
"ENSMUSG00000087469","Gm16142",-0.825,-1.883,0.335235453960825,0.534195055174278,0.072,0.547
"ENSMUSG00000047658","Gal3st3",0.63,-0.268,0.335239453530698,0.534195055174278,0.091,0.507
"ENSMUSG00000039079","Trhr2",1.999,-3.47,0.33536468900843,0.534237141063892,0.104,0.773
"ENSMUSG00000016346","Kcnq2",0.722,-1.31,0.335383512417505,0.534237141063892,0.075,0.528
"ENSMUSG00000039509","Nup133",0.214,4.556,0.335329442234166,0.534237141063892,0.151,0.184
"ENSMUSG00000025915","Sgk3",0.183,5.257,0.335335750977015,0.534237141063892,0.162,0.158
"ENSMUSG00000005069","Pex5",0.184,5.648,0.335484072548093,0.534335001675196,0.177,0.16
"ENSMUSG00000003382","Etv3",-0.213,7.359,0.335503781882053,0.534335001675196,0.242,0.187
"ENSMUSG00000059674","Cdh24",0.311,2.79,0.33561792133304,0.53442306680927,0.124,0.264
"ENSMUSG00000039515","Ptpa",0.178,6.784,0.335609877889113,0.53442306680927,0.215,0.156
"ENSMUSG00000026027","Stradb",-0.311,3.787,0.335806090593383,0.534675826572424,0.165,0.267
"ENSMUSG00000060314","Zfp941",0.706,-0.221,0.335960627762426,0.534737691778824,0.103,0.571
"ENSMUSG00000032598","Nckipsd",0.278,3.625,0.335912123790813,0.534737691778824,0.145,0.238
"ENSMUSG00000024276","Zfp397",0.227,4.285,0.335962703070906,0.534737691778824,0.147,0.195
"ENSMUSG00000024283","Wac",0.204,7.266,0.335957665600991,0.534737691778824,0.237,0.179
"ENSMUSG00000026643","Nmt2",-0.186,5.481,0.33607629008875,0.53487161422694,0.172,0.161
"ENSMUSG00000063145","Bbs5",0.403,1.607,0.336172093603229,0.534943640094803,0.109,0.335
"ENSMUSG00000019951","Uhrf1bp1l",-0.179,6.526,0.336180447681247,0.534943640094803,0.206,0.157
"ENSMUSG00000031731","Ap1g1",0.177,6.831,0.336223980335214,0.534966045796149,0.215,0.155
"ENSMUSG00000062393","Dgkk",1.18,-2.245,0.336483266183775,0.535284817565431,0.088,0.82
"ENSMUSG00000026319","2310035C23Rik",-0.169,6.201,0.336474736078743,0.535284817565431,0.189,0.148
"ENSMUSG00000021078","Tomm20l",-1.804,-3.474,0.336598102339709,0.535420608713413,0.092,0.778
"ENSMUSG00000024081","Cebpz",-0.174,6.215,0.336750993973633,0.535616904950706,0.193,0.152
"ENSMUSG00000053388","Trim50",2.132,-3.456,0.336848016864512,0.535724312960948,0.114,0.779
"ENSMUSG00000024875","Yif1a",0.233,4.139,0.337071188138357,0.53603231144678,0.144,0.201
"ENSMUSG00000021279","Cdc42bpb",0.197,6.46,0.337121890727533,0.536066009207294,0.213,0.173
"ENSMUSG00000022902","Stfa2",0.835,-1.823,0.33716554211702,0.53608848975959,0.074,0.574
"ENSMUSG00000058239","Usf2",0.182,6.724,0.3372925941103,0.536243560561881,0.214,0.16
"ENSMUSG00000097170","Gm16982",0.546,-0.224,0.337409206970578,0.536304191544752,0.081,0.426
"ENSMUSG00000033966","Cdkl4",-0.504,0.695,0.337478391241605,0.536304191544752,0.101,0.409
"ENSMUSG00000045519","Zfp560",-0.349,2.726,0.337371706139501,0.536304191544752,0.134,0.3
"ENSMUSG00000068798","Rap1a",-0.225,4.572,0.337507884471926,0.536304191544752,0.158,0.195
"ENSMUSG00000073468","Sft2d1",-0.172,5.688,0.337487403062682,0.536304191544752,0.171,0.15
"ENSMUSG00000022651","Retnlg",-0.414,7.373,0.33749052404556,0.536304191544752,0.266,0.364
"ENSMUSG00000021301","Hecw1",1.855,-3.538,0.337632375937898,0.536314339880715,0.093,0.782
"ENSMUSG00000075297","H60b",-0.554,0.031,0.337615126308255,0.536314339880715,0.089,0.435
"ENSMUSG00000029290","Zfp326",-0.181,5.076,0.337591148547537,0.536314339880715,0.152,0.157
"ENSMUSG00000030846","Tial1",0.177,6.377,0.337605168787849,0.536314339880715,0.2,0.155
"ENSMUSG00000030945","Acsm2",0.539,-0.184,0.337717128240497,0.536402056432353,0.081,0.429
"ENSMUSG00000026942","Traf2",-0.181,5.471,0.337859253449642,0.536580876074084,0.168,0.158
"ENSMUSG00000027770","Dhx36",-0.19,6.286,0.337935149049746,0.536654489188633,0.204,0.167
"ENSMUSG00000031913","Vps4a",-0.179,5.496,0.338039945586605,0.536773981260172,0.168,0.156
"ENSMUSG00000020593","Lpin1",-0.207,5.805,0.338138476129907,0.536883503533534,0.196,0.181
"ENSMUSG00000044244","Il20rb",-0.367,2.66,0.33825366805667,0.537008920090899,0.137,0.315
"ENSMUSG00000023272","Creld2",0.204,4.805,0.338276594565078,0.537008920090899,0.155,0.178
"ENSMUSG00000025069","Gsto2",0.584,-0.096,0.338312407544362,0.53701883864684,0.09,0.467
"ENSMUSG00000007122","Casq1",-0.695,-0.866,0.338416534996084,0.537072148333128,0.083,0.524
"ENSMUSG00000040532","Abhd11",-0.186,5.075,0.338434695541785,0.537072148333128,0.155,0.161
"ENSMUSG00000024516","Sec11c",0.177,6.185,0.338399038025461,0.537072148333128,0.192,0.156
"ENSMUSG00000069581","Tspear",-0.694,-1.211,0.338516694142211,0.537155344841367,0.075,0.482
"ENSMUSG00000028261","Ndufaf4",-0.26,3.642,0.338546311591066,0.537155416119857,0.137,0.223
"ENSMUSG00000030047","Arhgap25",-0.191,6.84,0.338762171583458,0.537450963808362,0.221,0.168
"ENSMUSG00000070794","BC016548",-0.636,-1.128,0.338831571900526,0.53746717946041,0.071,0.439
"ENSMUSG00000041037","Irgq",-0.197,4.935,0.33883156345428,0.53746717946041,0.156,0.171
"ENSMUSG00000080478","Snord23",-0.609,-0.569,0.339181760996221,0.537652532338647,0.081,0.476
"ENSMUSG00000085772","D630024D03Rik",0.758,-0.443,0.339149999399502,0.537652532338647,0.102,0.609
"ENSMUSG00000026077","Npas2",0.719,0.438,0.339244421555452,0.537652532338647,0.128,0.602
"ENSMUSG00000024347","Psd2",0.397,2.341,0.339056777413718,0.537652532338647,0.134,0.338
"ENSMUSG00000025500","Lmntd2",-0.356,2.401,0.339183089526217,0.537652532338647,0.124,0.304
"ENSMUSG00000042385","Gzmk",-0.634,2.375,0.33903030637057,0.537652532338647,0.191,0.548
"ENSMUSG00000078572","Ndufaf8",0.312,2.811,0.33923813536217,0.537652532338647,0.125,0.266
"ENSMUSG00000074749","Kiz",-0.237,4.574,0.339147104126359,0.537652532338647,0.163,0.206
"ENSMUSG00000024597","Slc12a2",-0.207,5.912,0.339219938209354,0.537652532338647,0.199,0.182
"ENSMUSG00000042292","Mkl1",-0.178,6.834,0.339099869970432,0.537652532338647,0.214,0.157
"ENSMUSG00000024857","Cabp2",-1.271,-2.903,0.339319306849991,0.537682024370096,0.078,0.637
"ENSMUSG00000097733","Cabp2",-1.271,-2.903,0.339341036561294,0.537682024370096,0.078,0.637
"ENSMUSG00000073535","Gm5532",1.056,-1.92,0.339368224938648,0.537682024370096,0.088,0.781
"ENSMUSG00000074671","Tspyl3",-0.339,3.057,0.339404563438517,0.537682024370096,0.144,0.292
"ENSMUSG00000063760","Rnf217",0.29,3.17,0.339411037845602,0.537682024370096,0.131,0.249
"ENSMUSG00000028982","Slc25a33",0.254,3.941,0.339478859530706,0.537742566016896,0.146,0.22
"ENSMUSG00000037363","Letm2",-0.304,3.113,0.339629965109975,0.537888105873014,0.134,0.261
"ENSMUSG00000068290","Ddrgk1",-0.17,6.153,0.339617286088304,0.537888105873014,0.187,0.149
"ENSMUSG00000094985","Topaz1",-1.127,-2.267,0.33985378436016,0.538173735714305,0.084,0.758
"ENSMUSG00000086598","Btbd18",-0.729,-1.452,0.339899201503772,0.538173735714305,0.073,0.518
"ENSMUSG00000027939","Nup210l",-0.378,1.823,0.339890980201263,0.538173735714305,0.11,0.315
"ENSMUSG00000026662","Sephs1",0.226,4.938,0.34002694835236,0.53832907608056,0.172,0.198
"ENSMUSG00000028901","Gmeb1",0.188,5.105,0.340205874664298,0.53855261504447,0.157,0.164
"ENSMUSG00000003810","Mast2",0.178,5.71,0.340227442063163,0.53855261504447,0.175,0.156
"ENSMUSG00000044030","Irf2bp1",-0.216,4.451,0.340352095780163,0.538679679216755,0.147,0.188
"ENSMUSG00000018040","Rrp7a",0.18,5.536,0.340367026996845,0.538679679216755,0.169,0.158
"ENSMUSG00000029047","Pex10",-0.382,2.556,0.340480222528177,0.538764941371357,0.138,0.329
"ENSMUSG00000022338","Eny2",0.21,4.627,0.340465262707277,0.538764941371357,0.151,0.183
"ENSMUSG00000024556","Me2",0.176,5.516,0.340563158802291,0.538849234885437,0.166,0.154
"ENSMUSG00000066952","Myo1h",-0.459,1.222,0.340641176383192,0.538925731889583,0.108,0.385
"ENSMUSG00000043300","B3galnt1",-0.45,1.593,0.34078106297958,0.539003073549556,0.119,0.384
"ENSMUSG00000056735","A930024E05Rik",-0.389,1.886,0.340781677419468,0.539003073549556,0.115,0.328
"ENSMUSG00000043939","A530064D06Rik",0.356,3.569,0.340808759068303,0.539003073549556,0.17,0.311
"ENSMUSG00000037119","Fam91a1",0.176,6.593,0.340725182920815,0.539003073549556,0.205,0.155
"ENSMUSG00000085500","Gm16976",0.88,-1.3,0.340950363140144,0.539131052959634,0.09,0.663
"ENSMUSG00000049562","Ap5b1",0.302,2.931,0.340924707380453,0.539131052959634,0.126,0.259
"ENSMUSG00000033055","Ankrd54",-0.204,4.56,0.341014294713934,0.539131052959634,0.145,0.178
"ENSMUSG00000002845","Tmem39a",0.19,4.834,0.340999192483112,0.539131052959634,0.147,0.166
"ENSMUSG00000039050","Osbpl2",-0.192,5.027,0.341038086242358,0.539131052959634,0.156,0.168
"ENSMUSG00000038844","Kif16b",-0.244,4.406,0.341175910583101,0.539292948438013,0.16,0.212
"ENSMUSG00000055675","Kbtbd11",0.239,6.636,0.341199876869062,0.539292948438013,0.231,0.212
"ENSMUSG00000044934","Zfp367",-0.221,4.395,0.341299372805648,0.539403272221508,0.147,0.193
"ENSMUSG00000026237","Nmur1",-0.867,-1.66,0.341376921676197,0.539478893799064,0.08,0.617
"ENSMUSG00000084834","4930565N06Rik",0.456,1.517,0.34156824844794,0.539734290109473,0.119,0.382
"ENSMUSG00000053226","Dand5",-0.442,0.986,0.341648327546011,0.539812745247939,0.098,0.365
"ENSMUSG00000038167","Plekhg6",0.429,1.271,0.34167733605569,0.539812745247939,0.104,0.359
"ENSMUSG00000042476","Abcb4",-0.54,0.279,0.341783444393478,0.539933421809282,0.094,0.434
"ENSMUSG00000030854","Ptpn5",0.86,0.041,0.341822452573651,0.539948084924584,0.133,0.716
"ENSMUSG00000022142","Nup155",0.183,5.3,0.342026455363364,0.540223350888708,0.162,0.16
"ENSMUSG00000032899","Styk1",-0.303,2.893,0.34225643293769,0.540505420651791,0.125,0.26
"ENSMUSG00000005823","Gpr108",0.17,6.064,0.342279037076068,0.540505420651791,0.183,0.15
"ENSMUSG00000040435","Ppp1r15a",-0.192,10.519,0.342294310380839,0.540505420651791,0.264,0.172
"ENSMUSG00000031936","Hephl1",-2.078,-3.402,0.342396084004851,0.540541375812287,0.112,0.801
"ENSMUSG00000038068","Rnf144b",-0.239,4.149,0.342406357085233,0.540541375812287,0.146,0.209
"ENSMUSG00000038910","Plcl2",-0.188,6.292,0.342383489261029,0.540541375812287,0.202,0.166
"ENSMUSG00000022074","Tnfrsf10b",0.249,3.973,0.342447299898844,0.540559029752552,0.144,0.217
"ENSMUSG00000024897","Apba1",0.287,3.272,0.342602762703429,0.540740224054694,0.133,0.248
"ENSMUSG00000058835","Abi1",0.176,7.452,0.342621627320275,0.540740224054694,0.229,0.156
"ENSMUSG00000039210","Gpatch2",-0.214,4.309,0.342697961640449,0.540813707666127,0.14,0.187
"ENSMUSG00000089260","Mir1929",-1.382,-3.043,0.342824103308016,0.540871798183514,0.08,0.807
"ENSMUSG00000074419","Pira6",0.426,2.369,0.342792078221144,0.540871798183514,0.142,0.37
"ENSMUSG00000057375","Yipf1",0.178,5.171,0.342812127402913,0.540871798183514,0.153,0.156
"ENSMUSG00000063488","Zkscan7",-0.351,2.539,0.343048779673621,0.541179262983468,0.127,0.303
"ENSMUSG00000098022","Zfp82",-0.39,2.124,0.343104632345748,0.541205707643469,0.124,0.333
"ENSMUSG00000022544","Eef2kmt",0.23,4.214,0.343125133738284,0.541205707643469,0.144,0.201
"ENSMUSG00000091896","Ube2d2a",0.173,6.945,0.343274936718159,0.541394977038173,0.214,0.154
"ENSMUSG00000057818","1600029O15Rik",-0.557,-0.084,0.343463140202628,0.541644771543718,0.087,0.421
"ENSMUSG00000017400","Stac2",0.381,3.783,0.343492989049011,0.541644817526369,0.185,0.335
"ENSMUSG00000065939","Snora2b",0.953,-2.283,0.343645335719505,0.541838010243845,0.073,0.549
"ENSMUSG00000055048","Gm9962",1.462,-2.807,0.343701601761314,0.541879688776366,0.091,0.949
"ENSMUSG00000102059","Gm20257",-0.499,1.907,0.34393095721552,0.542105671971347,0.143,0.43
"ENSMUSG00000046658","Zfp316",-0.3,3.09,0.343934472792215,0.542105671971347,0.13,0.261
"ENSMUSG00000061136","Prpf40a",0.222,5.294,0.343927347200538,0.542105671971347,0.182,0.197
"ENSMUSG00000010461","Eya4",0.548,-0.105,0.344095735168434,0.542295778578773,0.085,0.427
"ENSMUSG00000044408","Sptssa",0.172,5.618,0.344114795413947,0.542295778578773,0.166,0.152
"ENSMUSG00000030805","Stx4a",0.178,6.384,0.344197618850239,0.542379244278281,0.198,0.158
"ENSMUSG00000007987","Ift22",0.49,1.233,0.344292864040701,0.542482267733804,0.115,0.419
"ENSMUSG00000047767","Atg16l2",-0.188,5.726,0.34459052835937,0.542904185715985,0.18,0.167
"ENSMUSG00000037428","Vgf",-0.738,-0.941,0.344861741861535,0.543275039564889,0.086,0.546
"ENSMUSG00000040570","Rundc3b",0.311,2.815,0.344898717496399,0.543275039564889,0.124,0.269
"ENSMUSG00000022401","Xpnpep3",-0.25,3.754,0.344915643925474,0.543275039564889,0.136,0.218
"ENSMUSG00000050954","Zfp169",-0.392,3.246,0.345080149606931,0.543345686326308,0.167,0.345
"ENSMUSG00000036599","Chst12",0.194,4.803,0.34506029161235,0.543345686326308,0.148,0.171
"ENSMUSG00000030204","Ddx47",-0.169,6.273,0.345053427350398,0.543345686326308,0.189,0.15
"ENSMUSG00000049516","Spty2d1",-0.202,7.538,0.345074834646418,0.543345686326308,0.237,0.18
"ENSMUSG00000073830","Mup14",1.978,-3.504,0.345482710811575,0.543798457191769,0.101,0.813
"ENSMUSG00000097543","Gm805",0.951,-1.991,0.345501211684611,0.543798457191769,0.079,0.637
"ENSMUSG00000073067","9130019P16Rik",0.988,-1.117,0.34551739674357,0.543798457191769,0.107,0.758
"ENSMUSG00000027384","Ndufaf5",-0.336,2.987,0.345406565813133,0.543798457191769,0.139,0.294
"ENSMUSG00000049091","Sephs2",0.195,5.68,0.345452000866844,0.543798457191769,0.182,0.173
"ENSMUSG00000017686","Rhot1",-0.169,5.52,0.345582370985839,0.543853594401905,0.16,0.149
"ENSMUSG00000031949","Adat1",0.357,2.263,0.345694216407622,0.543982478283639,0.119,0.309
"ENSMUSG00000048647","Exd1",0.447,1.033,0.345791126843379,0.544082028095981,0.1,0.371
"ENSMUSG00000020850","Prpf8",-0.174,8.411,0.345817386829339,0.544082028095981,0.243,0.156
"ENSMUSG00000018599","Mief2",-0.264,3.705,0.345953792168296,0.544249496011167,0.14,0.232
"ENSMUSG00000049313","Sorl1",0.226,8.812,0.346007219940218,0.544286407118223,0.255,0.203
"ENSMUSG00000008200","Fnbp4",-0.179,7.699,0.346123629964251,0.54442237743944,0.232,0.161
"ENSMUSG00000038354","Ankrd35",-0.511,1.145,0.346222244331625,0.544483190133302,0.117,0.431
"ENSMUSG00000072825","Cep170b",0.189,5.154,0.346205582403931,0.544483190133302,0.158,0.167
"ENSMUSG00000032470","Mras",0.346,2.595,0.346646053492639,0.545047049645944,0.128,0.3
"ENSMUSG00000037710","Cisd1",0.262,3.453,0.346670808443052,0.545047049645944,0.129,0.229
"ENSMUSG00000024493","Lars",0.164,5.856,0.346663906001579,0.545047049645944,0.169,0.146
"ENSMUSG00000037234","Hook3",0.179,5.735,0.346738926127912,0.545106963318971,0.175,0.159
"ENSMUSG00000025900","Rp1",1.562,-1.223,0.346790988610715,0.545141628483343,0.158,1.222
"ENSMUSG00000100303","LOC102635707",0.657,-0.844,0.346839686521869,0.545170999133197,0.079,0.523
"ENSMUSG00000033615","Cplx1",-1.486,-3.454,0.347313684319396,0.545868803493771,0.075,0.821
"ENSMUSG00000020064","Herc4",-0.173,6.74,0.347365440281,0.545902912031846,0.205,0.155
"ENSMUSG00000060036","Rpl3",-0.181,10.184,0.347404638262118,0.545917280854149,0.258,0.163
"ENSMUSG00000038365","Fbxo25",-0.267,3.642,0.347920656046367,0.546680864742752,0.138,0.234
"ENSMUSG00000033902","Mapkbp1",-0.187,5.077,0.348015710719371,0.546782922714874,0.154,0.166
"ENSMUSG00000024260","Sap130",-0.162,6.001,0.348085266953068,0.546844904768684,0.173,0.144
"ENSMUSG00000044678","Ly6k",-0.647,0.066,0.348126865885721,0.54685898212946,0.104,0.528
"ENSMUSG00000038416","Cdc16",0.174,5.296,0.348163892521961,0.54685898212946,0.154,0.154
"ENSMUSG00000032187","Smarca4",0.176,7.207,0.348184547914953,0.54685898212946,0.219,0.158
"ENSMUSG00000006423","C330007P06Rik",-0.177,5.309,0.348234518849222,0.546890178140867,0.157,0.157
"ENSMUSG00000042842","Serpinb6b",0.182,5.78,0.348396466191423,0.547097208602145,0.177,0.163
"ENSMUSG00000022148","Fyb",0.179,7.369,0.348431770594119,0.547105349331913,0.223,0.162
"ENSMUSG00000046909","Tefm",0.402,1.694,0.348503534492377,0.547142904030872,0.111,0.345
"ENSMUSG00000028270","Gbp2",0.193,5.6,0.348515932593987,0.547142904030872,0.177,0.173
"ENSMUSG00000084592","Mir1898",-0.951,-2.269,0.348571369968681,0.547182643169226,0.072,0.699
"ENSMUSG00000036960","Clca2",-0.982,-2.106,0.348792936595845,0.54741785597731,0.078,0.666
"ENSMUSG00000055137","Sugct",0.595,-0.733,0.348841757483889,0.54741785597731,0.075,0.46
"ENSMUSG00000036617","Etl4",-0.293,4.623,0.348823170875894,0.54741785597731,0.185,0.262
"ENSMUSG00000029404","Arl6ip4",0.202,4.709,0.348758615004314,0.54741785597731,0.148,0.178
"ENSMUSG00000003847","Nfat5",0.171,7.792,0.348898730299262,0.54745996347234,0.23,0.154
"ENSMUSG00000045232","Rln3",0.537,-0.475,0.34899498886421,0.547563701971971,0.074,0.409
"ENSMUSG00000034748","Sirt6",0.236,3.908,0.349025518959827,0.54756430526743,0.135,0.207
"ENSMUSG00000079177","Fam228a",-1.555,-2.937,0.349069285084556,0.547585671843498,0.096,0.663
"ENSMUSG00000035620","Ric8b",0.243,3.803,0.349173174200926,0.547654048543788,0.134,0.214
"ENSMUSG00000047735","Samd9l",0.197,6.843,0.349147831984472,0.547654048543788,0.218,0.177
"ENSMUSG00000036309","Skp1a",-0.173,6.463,0.349263279094597,0.547748074725804,0.196,0.155
"ENSMUSG00000100182","1810006J02Rik",-0.454,1.162,0.349351763352123,0.547839543255457,0.105,0.383
"ENSMUSG00000079480","Pin4",0.287,3.101,0.34953835379914,0.548037519068414,0.126,0.251
"ENSMUSG00000022811","Zfp148",-0.168,6.288,0.349518881087446,0.548037519068414,0.187,0.151
"ENSMUSG00000093805","Gm9994",-0.584,-0.84,0.349622343893829,0.548121893188978,0.072,0.443
"ENSMUSG00000074088","Snrnp40",-0.217,4.141,0.350181024416915,0.548950386425205,0.134,0.192
"ENSMUSG00000098293","Mir6991",-1.3,-2.739,0.350335803084444,0.548956135889048,0.083,0.837
"ENSMUSG00000032313","Tmem266",0.642,-1.163,0.350318470530717,0.548956135889048,0.071,0.467
"ENSMUSG00000079737","Bfar",-0.288,3.138,0.350276645035307,0.548956135889048,0.128,0.251
"ENSMUSG00000032375","Aph1b",0.304,3.399,0.350248143820958,0.548956135889048,0.143,0.27
"ENSMUSG00000019868","Vta1",0.204,4.728,0.35030127223027,0.548956135889048,0.149,0.182
"ENSMUSG00000046110","Serinc4",1.141,-1.076,0.35040680730993,0.548972679659959,0.121,0.949
